id;name;id;insert into internal_products (odoo_id,product_id);insert into products (id,description)
__export__.product_template_24298_8fcbe654;Apple iPad Air 6 (2024) 13 128GB Cellular Starlight;119;"('__export__.product_template_24298_8fcbe654',119);";"(119,'Apple iPad Air 6 (2024) 13 128GB Cellular Starlight');"
__export__.product_template_24217_76d78cba;Apple iPad Air 6 (2024) 13 256GB Cellular Blue;120;"('__export__.product_template_24217_76d78cba',120);";"(120,'Apple iPad Air 6 (2024) 13 256GB Cellular Blue');"
__export__.product_template_24299_4560d1dd;Apple iPad Air 6 (2024) 13 256GB Cellular Starlight;121;"('__export__.product_template_24299_4560d1dd',121);";"(121,'Apple iPad Air 6 (2024) 13 256GB Cellular Starlight');"
__export__.product_template_24300_7d608b68;Apple iPad Air 6 (2024) 13 256GB WiFi Purple;122;"('__export__.product_template_24300_7d608b68',122);";"(122,'Apple iPad Air 6 (2024) 13 256GB WiFi Purple');"
__export__.product_template_24301_6455e441;Apple iPad Air 6th Gen (2024) 11 M2 1TB Cellular Blue;123;"('__export__.product_template_24301_6455e441',123);";"(123,'Apple iPad Air 6th Gen (2024) 11 M2 1TB Cellular Blue');"
__export__.product_template_24218_872f8dde;Apple iPad Air 6th Gen (2024) 11 M2 1TB WiFi Space Grey;124;"('__export__.product_template_24218_872f8dde',124);";"(124,'Apple iPad Air 6th Gen (2024) 11 M2 1TB WiFi Space Grey');"
__export__.product_template_24131_465a0cf6;Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Blue;125;"('__export__.product_template_24131_465a0cf6',125);";"(125,'Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Blue');"
__export__.product_template_24132_be71425c;Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Purple;126;"('__export__.product_template_24132_be71425c',126);";"(126,'Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Purple');"
__export__.product_template_24219_f3274717;Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Space Grey;127;"('__export__.product_template_24219_f3274717',127);";"(127,'Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Space Grey');"
__export__.product_template_24133_a1274876;Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Starlight;128;"('__export__.product_template_24133_a1274876',128);";"(128,'Apple iPad Air 7th Gen (2025) 11 M3 128GB WiFi Starlight');"
__export__.product_template_23784_8775c3c6;Apple iPad Mini (2024) 128GB WiFi Blue;129;"('__export__.product_template_23784_8775c3c6',129);";"(129,'Apple iPad Mini (2024) 128GB WiFi Blue');"
__export__.product_template_23949_da1a3bec;Apple iPad Mini (2024) 128GB WiFi Grey;130;"('__export__.product_template_23949_da1a3bec',130);";"(130,'Apple iPad Mini (2024) 128GB WiFi Grey');"
__export__.product_template_24134_4d4eda6f;Apple iPad Mini 7th Gen (2024) 128GB WiFi Grey;131;"('__export__.product_template_24134_4d4eda6f',131);";"(131,'Apple iPad Mini 7th Gen (2024) 128GB WiFi Grey');"
__export__.product_template_24606_9ae4c432;Apple iPad Pro 11 (2024) M4 256GB WiFi + Cellular Space Black;132;"('__export__.product_template_24606_9ae4c432',132);";"(132,'Apple iPad Pro 11 (2024) M4 256GB WiFi + Cellular Space Black');"
__export__.product_template_24607_bee9ae25;Apple iPad Pro 11 (2024) M4 2TB WiFi + Cellular Silver;133;"('__export__.product_template_24607_bee9ae25',133);";"(133,'Apple iPad Pro 11 (2024) M4 2TB WiFi + Cellular Silver');"
__export__.product_template_24220_b9e7e0e0;Apple iPad Pro 12.9 6.Gen (2022) 256GB Cellular Grey;134;"('__export__.product_template_24220_b9e7e0e0',134);";"(134,'Apple iPad Pro 12.9 6.Gen (2022) 256GB Cellular Grey');"
__export__.product_template_24221_5af3c562;Apple iPad Pro 12.9 6.Gen (2022) 256GB Cellular Silver;135;"('__export__.product_template_24221_5af3c562',135);";"(135,'Apple iPad Pro 12.9 6.Gen (2022) 256GB Cellular Silver');"
__export__.product_template_24582_caec313e;Apple iPhone 11 64GB Black;136;"('__export__.product_template_24582_caec313e',136);";"(136,'Apple iPhone 11 64GB Black');"
__export__.product_template_23323_98f9f243;Apple iPhone 12 128GB Black;137;"('__export__.product_template_23323_98f9f243',137);";"(137,'Apple iPhone 12 128GB Black');"
__export__.product_template_24809_ef7b1a3b;Apple iPhone 12 256GB Black;138;"('__export__.product_template_24809_ef7b1a3b',138);";"(138,'Apple iPhone 12 256GB Black');"
__export__.product_template_24807_4548bd9c;Apple iPhone 12 64GB Black;139;"('__export__.product_template_24807_4548bd9c',139);";"(139,'Apple iPhone 12 64GB Black');"
__export__.product_template_24583_a0fadfbb;Apple iPhone 12 64GB Black US Spec;140;"('__export__.product_template_24583_a0fadfbb',140);";"(140,'Apple iPhone 12 64GB Black US Spec');"
__export__.product_template_24808_9bde2aa2;Apple iPhone 12 64GB Purple;141;"('__export__.product_template_24808_9bde2aa2',141);";"(141,'Apple iPhone 12 64GB Purple');"
__export__.product_template_15960_ecd65650;Apple iPhone 13 128GB Midnight;142;"('__export__.product_template_15960_ecd65650',142);";"(142,'Apple iPhone 13 128GB Midnight');"
__export__.product_template_15957_36dca9b8;Apple iPhone 13 128GB Starlight;143;"('__export__.product_template_15957_36dca9b8',143);";"(143,'Apple iPhone 13 128GB Starlight');"
__export__.product_template_15992_3820aa6b;Apple iPhone 14 128GB Blue;144;"('__export__.product_template_15992_3820aa6b',144);";"(144,'Apple iPhone 14 128GB Blue');"
__export__.product_template_16009_63c25101;Apple iPhone 14 128GB Midnight;145;"('__export__.product_template_16009_63c25101',145);";"(145,'Apple iPhone 14 128GB Midnight');"
__export__.product_template_24810_2e704afd;Apple iPhone 14 128GB Midnight Indian Spec;146;"('__export__.product_template_24810_2e704afd',146);";"(146,'Apple iPhone 14 128GB Midnight Indian Spec');"
__export__.product_template_24811_74dca05f;Apple iPhone 14 128GB Red;147;"('__export__.product_template_24811_74dca05f',147);";"(147,'Apple iPhone 14 128GB Red');"
__export__.product_template_16000_a75821ed;Apple iPhone 14 128GB Starlight;148;"('__export__.product_template_16000_a75821ed',148);";"(148,'Apple iPhone 14 128GB Starlight');"
__export__.product_template_23524_8a1fb507;Apple iPhone 14 128GB Violet;149;"('__export__.product_template_23524_8a1fb507',149);";"(149,'Apple iPhone 14 128GB Violet');"
__export__.product_template_24584_bca8097b;Apple iPhone 14 256GB Midnight;150;"('__export__.product_template_24584_bca8097b',150);";"(150,'Apple iPhone 14 256GB Midnight');"
__export__.product_template_24812_dfd3940f;Apple iPhone 14 256GB Red;151;"('__export__.product_template_24812_dfd3940f',151);";"(151,'Apple iPhone 14 256GB Red');"
__export__.product_template_24813_dea074af;Apple iPhone 14 Plus 256GB Red;152;"('__export__.product_template_24813_dea074af',152);";"(152,'Apple iPhone 14 Plus 256GB Red');"
__export__.product_template_24814_3441d0e9;Apple iPhone 14 Plus 256GB Yellow;153;"('__export__.product_template_24814_3441d0e9',153);";"(153,'Apple iPhone 14 Plus 256GB Yellow');"
__export__.product_template_22957_b51c94ba;Apple iPhone 14 Pro Max 256GB Gold;154;"('__export__.product_template_22957_b51c94ba',154);";"(154,'Apple iPhone 14 Pro Max 256GB Gold');"
__export__.product_template_22958_5b5a1deb;Apple iPhone 14 Pro Max 512GB Gold;155;"('__export__.product_template_22958_5b5a1deb',155);";"(155,'Apple iPhone 14 Pro Max 512GB Gold');"
__export__.product_template_16042_f29c8432;Apple iPhone 15 128GB Black;156;"('__export__.product_template_16042_f29c8432',156);";"(156,'Apple iPhone 15 128GB Black');"
__export__.product_template_24585_dfec5f79;Apple iPhone 15 128GB Black Indian Spec;157;"('__export__.product_template_24585_dfec5f79',157);";"(157,'Apple iPhone 15 128GB Black Indian Spec');"
__export__.product_template_16043_eb8f36a6;Apple iPhone 15 128GB Blue;158;"('__export__.product_template_16043_eb8f36a6',158);";"(158,'Apple iPhone 15 128GB Blue');"
__export__.product_template_24586_be42526f;Apple iPhone 15 128GB Blue Indian Spec;159;"('__export__.product_template_24586_be42526f',159);";"(159,'Apple iPhone 15 128GB Blue Indian Spec');"
__export__.product_template_23940_9b0b9cef;Apple iPhone 15 128GB Green;160;"('__export__.product_template_23940_9b0b9cef',160);";"(160,'Apple iPhone 15 128GB Green');"
__export__.product_template_24587_31296416;Apple iPhone 15 128GB Green Indian Spec;161;"('__export__.product_template_24587_31296416',161);";"(161,'Apple iPhone 15 128GB Green Indian Spec');"
__export__.product_template_16044_16e28e9e;Apple iPhone 15 128GB Pink;162;"('__export__.product_template_16044_16e28e9e',162);";"(162,'Apple iPhone 15 128GB Pink');"
__export__.product_template_24588_bbc2e245;Apple iPhone 15 128GB Pink Indian Spec;163;"('__export__.product_template_24588_bbc2e245',163);";"(163,'Apple iPhone 15 128GB Pink Indian Spec');"
__export__.product_template_23941_c8f5359a;Apple iPhone 15 128GB Yellow;164;"('__export__.product_template_23941_c8f5359a',164);";"(164,'Apple iPhone 15 128GB Yellow');"
__export__.product_template_23781_c155cbad;Apple iPhone 15 256GB Black;165;"('__export__.product_template_23781_c155cbad',165);";"(165,'Apple iPhone 15 256GB Black');"
__export__.product_template_24589_735ce038;Apple iPhone 15 256GB Yellow;166;"('__export__.product_template_24589_735ce038',166);";"(166,'Apple iPhone 15 256GB Yellow');"
__export__.product_template_16110_3000b9a8;Apple iPhone 15 Plus 128GB Black;167;"('__export__.product_template_16110_3000b9a8',167);";"(167,'Apple iPhone 15 Plus 128GB Black');"
__export__.product_template_23089_127e366d;Apple iPhone 15 Plus 128GB Blue;168;"('__export__.product_template_23089_127e366d',168);";"(168,'Apple iPhone 15 Plus 128GB Blue');"
__export__.product_template_22504_e071f42b;Apple iPhone 15 Plus 128GB Pink;169;"('__export__.product_template_22504_e071f42b',169);";"(169,'Apple iPhone 15 Plus 128GB Pink');"
__export__.product_template_24590_e668dbea;Apple iPhone 15 Plus 128GB Yellow;170;"('__export__.product_template_24590_e668dbea',170);";"(170,'Apple iPhone 15 Plus 128GB Yellow');"
__export__.product_template_24815_59981764;Apple iPhone 15 Plus 256GB Black;171;"('__export__.product_template_24815_59981764',171);";"(171,'Apple iPhone 15 Plus 256GB Black');"
__export__.product_template_24816_fd7271e3;Apple iPhone 15 Plus 256GB Blue;172;"('__export__.product_template_24816_fd7271e3',172);";"(172,'Apple iPhone 15 Plus 256GB Blue');"
__export__.product_template_24591_3474ceaa;Apple iPhone 15 Plus 256GB Yellow;173;"('__export__.product_template_24591_3474ceaa',173);";"(173,'Apple iPhone 15 Plus 256GB Yellow');"
__export__.product_template_24211_03095ae3;Apple iPhone 15 Pro 512GB Black Titanium;174;"('__export__.product_template_24211_03095ae3',174);";"(174,'Apple iPhone 15 Pro 512GB Black Titanium');"
__export__.product_template_24212_e1310702;Apple iPhone 15 Pro 512GB White Titanium;175;"('__export__.product_template_24212_e1310702',175);";"(175,'Apple iPhone 15 Pro 512GB White Titanium');"
__export__.product_template_24817_92d9c5b2;Apple iPhone 15 Pro Max 256GB Black Titanium;176;"('__export__.product_template_24817_92d9c5b2',176);";"(176,'Apple iPhone 15 Pro Max 256GB Black Titanium');"
__export__.product_template_24213_58654241;Apple iPhone 15 Pro Max 256GB Blue Titanium;177;"('__export__.product_template_24213_58654241',177);";"(177,'Apple iPhone 15 Pro Max 256GB Blue Titanium');"
__export__.product_template_24592_16385929;Apple iPhone 16 128GB Black Indian Spec;178;"('__export__.product_template_24592_16385929',178);";"(178,'Apple iPhone 16 128GB Black Indian Spec');"
__export__.product_template_16104_14340bbc;Apple iPhone 16 128GB Pink;179;"('__export__.product_template_16104_14340bbc',179);";"(179,'Apple iPhone 16 128GB Pink');"
__export__.product_template_24593_e2a47a63;Apple iPhone 16 128GB Pink Indian Spec;180;"('__export__.product_template_24593_e2a47a63',180);";"(180,'Apple iPhone 16 128GB Pink Indian Spec');"
__export__.product_template_16105_44289755;Apple iPhone 16 128GB Teal;181;"('__export__.product_template_16105_44289755',181);";"(181,'Apple iPhone 16 128GB Teal');"
__export__.product_template_24594_3aa941c5;Apple iPhone 16 128GB Teal Indian Spec;182;"('__export__.product_template_24594_3aa941c5',182);";"(182,'Apple iPhone 16 128GB Teal Indian Spec');"
__export__.product_template_16095_c864c524;Apple iPhone 16 128GB Ultramarine;183;"('__export__.product_template_16095_c864c524',183);";"(183,'Apple iPhone 16 128GB Ultramarine');"
__export__.product_template_24595_d48796ef;Apple iPhone 16 128GB Ultramarine Indian Spec;184;"('__export__.product_template_24595_d48796ef',184);";"(184,'Apple iPhone 16 128GB Ultramarine Indian Spec');"
__export__.product_template_16101_a878cfd5;Apple iPhone 16 128GB White;185;"('__export__.product_template_16101_a878cfd5',185);";"(185,'Apple iPhone 16 128GB White');"
__export__.product_template_24596_c590255a;Apple iPhone 16 128GB White Indian Spec;186;"('__export__.product_template_24596_c590255a',186);";"(186,'Apple iPhone 16 128GB White Indian Spec');"
__export__.product_template_16137_d0c9c061;Apple iPhone 16 256GB Black;187;"('__export__.product_template_16137_d0c9c061',187);";"(187,'Apple iPhone 16 256GB Black');"
__export__.product_template_16147_a9622e51;Apple iPhone 16 256GB Pink;188;"('__export__.product_template_16147_a9622e51',188);";"(188,'Apple iPhone 16 256GB Pink');"
__export__.product_template_16143_fda180d6;Apple iPhone 16 256GB Teal;189;"('__export__.product_template_16143_fda180d6',189);";"(189,'Apple iPhone 16 256GB Teal');"
__export__.product_template_16136_33d5b181;Apple iPhone 16 256GB Ultramarine;190;"('__export__.product_template_16136_33d5b181',190);";"(190,'Apple iPhone 16 256GB Ultramarine');"
__export__.product_template_24214_30a3f86a;Apple iPhone 16 256GB White;191;"('__export__.product_template_24214_30a3f86a',191);";"(191,'Apple iPhone 16 256GB White');"
__export__.product_template_24818_2f2c2ac1;Apple iPhone 16 512GB Pink;192;"('__export__.product_template_24818_2f2c2ac1',192);";"(192,'Apple iPhone 16 512GB Pink');"
__export__.product_template_24819_2f31eaf2;Apple iPhone 16 512GB Teal;193;"('__export__.product_template_24819_2f31eaf2',193);";"(193,'Apple iPhone 16 512GB Teal');"
__export__.product_template_24820_317c586d;Apple iPhone 16 512GB Ultramarine;194;"('__export__.product_template_24820_317c586d',194);";"(194,'Apple iPhone 16 512GB Ultramarine');"
__export__.product_template_24297_89bc9ec9;Apple iPhone 16 Plus 128GB Black;195;"('__export__.product_template_24297_89bc9ec9',195);";"(195,'Apple iPhone 16 Plus 128GB Black');"
__export__.product_template_24877_f3580bbf;Apple iPhone 16 Plus 128GB Teal;196;"('__export__.product_template_24877_f3580bbf',196);";"(196,'Apple iPhone 16 Plus 128GB Teal');"
__export__.product_template_23525_4ff59626;Apple iPhone 16 Plus 512GB Black;197;"('__export__.product_template_23525_4ff59626',197);";"(197,'Apple iPhone 16 Plus 512GB Black');"
__export__.product_template_23526_05c92648;Apple iPhone 16 Plus 512GB Teal;198;"('__export__.product_template_23526_05c92648',198);";"(198,'Apple iPhone 16 Plus 512GB Teal');"
__export__.product_template_23527_916e4e56;Apple iPhone 16 Plus 512GB Ultramarine;199;"('__export__.product_template_23527_916e4e56',199);";"(199,'Apple iPhone 16 Plus 512GB Ultramarine');"
__export__.product_template_16208_0c316b68;Apple iPhone 16 Pro 128GB Black Titanium;200;"('__export__.product_template_16208_0c316b68',200);";"(200,'Apple iPhone 16 Pro 128GB Black Titanium');"
__export__.product_template_16214_3162a2cb;Apple iPhone 16 Pro 128GB Desert Titanium;201;"('__export__.product_template_16214_3162a2cb',201);";"(201,'Apple iPhone 16 Pro 128GB Desert Titanium');"
__export__.product_template_16215_1eda10ee;Apple iPhone 16 Pro 128GB Natural Titanium;202;"('__export__.product_template_16215_1eda10ee',202);";"(202,'Apple iPhone 16 Pro 128GB Natural Titanium');"
__export__.product_template_16206_380a890e;Apple iPhone 16 Pro 128GB White Titanium;203;"('__export__.product_template_16206_380a890e',203);";"(203,'Apple iPhone 16 Pro 128GB White Titanium');"
__export__.product_template_16242_1a8fa93a;Apple iPhone 16 Pro 256GB Black Titanium;204;"('__export__.product_template_16242_1a8fa93a',204);";"(204,'Apple iPhone 16 Pro 256GB Black Titanium');"
__export__.product_template_16241_507f6bca;Apple iPhone 16 Pro 256GB Desert Titanium;205;"('__export__.product_template_16241_507f6bca',205);";"(205,'Apple iPhone 16 Pro 256GB Desert Titanium');"
__export__.product_template_16244_2150ff73;Apple iPhone 16 Pro 256GB White Titanium;206;"('__export__.product_template_16244_2150ff73',206);";"(206,'Apple iPhone 16 Pro 256GB White Titanium');"
__export__.product_template_23528_82755dd6;Apple iPhone 16 Pro 512GB Natural Titanium;207;"('__export__.product_template_23528_82755dd6',207);";"(207,'Apple iPhone 16 Pro 512GB Natural Titanium');"
__export__.product_template_24597_7ebdee7f;Apple iPhone 16 Pro 512GB White Titanium;208;"('__export__.product_template_24597_7ebdee7f',208);";"(208,'Apple iPhone 16 Pro 512GB White Titanium');"
__export__.product_template_23833_a1f79bec;Apple iPhone 16 Pro Max 1TB Black Titanium;209;"('__export__.product_template_23833_a1f79bec',209);";"(209,'Apple iPhone 16 Pro Max 1TB Black Titanium');"
__export__.product_template_23993_8b8d627b;Apple iPhone 16 Pro Max 1TB Désert Titanium;210;"('__export__.product_template_23993_8b8d627b',210);";"(210,'Apple iPhone 16 Pro Max 1TB Désert Titanium');"
__export__.product_template_22505_79e2ac15;Apple iPhone 16 Pro Max 1TB Natural Titanium;211;"('__export__.product_template_22505_79e2ac15',211);";"(211,'Apple iPhone 16 Pro Max 1TB Natural Titanium');"
__export__.product_template_16261_e88d62bb;Apple iPhone 16 Pro Max 256GB Black Titanium;212;"('__export__.product_template_16261_e88d62bb',212);";"(212,'Apple iPhone 16 Pro Max 256GB Black Titanium');"
__export__.product_template_24821_a81ec333;Apple iPhone 16 Pro Max 256GB Black Titanium Indian Spec;213;"('__export__.product_template_24821_a81ec333',213);";"(213,'Apple iPhone 16 Pro Max 256GB Black Titanium Indian Spec');"
__export__.product_template_23324_3b61525f;Apple iPhone 16 Pro Max 256GB Desert Titanium;214;"('__export__.product_template_23324_3b61525f',214);";"(214,'Apple iPhone 16 Pro Max 256GB Desert Titanium');"
